iter	Passed	Remaining
1664	45328	9120
1665	45357	9093
1666	45381	9065
1667	45407	9037
1668	45428	9009
1669	45458	8982
1670	45487	8955
1671	45511	8928
1672	45538	8900
1673	45564	8873
1674	45589	8845
1675	45614	8818
1676	45641	8790
1677	45662	8762
1678	45688	8735
1679	45713	8707
1680	45737	8679
1681	45756	8650
1682	45779	8622
1683	45803	8594
1684	45835	8568
1685	45861	8541
1686	45889	8514
1687	45917	8487
1688	45943	8459
1689	45970	8432
1690	45997	8405
1691	46022	8377
1692	46051	8350
1693	46080	8323
1694	46109	8296
1695	46134	8269
1696	46162	8242
1697	46185	8214
1698	46208	8186
1699	46233	8158
1700	46255	8130
1701	46284	8103
1702	46309	8076
1703	46338	8049
1704	46366	8022
1705	46393	7995
1706	46415	7967
1707	46441	7939
1708	46465	7911
1709	46489	7884
1710	46519	7857
1711	46545	7830
1712	46567	7801
1713	46592	7774
1714	46613	7746
1715	46636	7718
1716	46662	7691
1717	46688	7663
1718	46710	7635
1719	46734	7607
1720	46757	7580
1721	46785	7553
1722	46809	7525
1723	46838	7498
1724	46857	7470
1725	46884	7442
1726	46912	7415
1727	46934	7387
1728	46960	7360
1729	46982	7332
1730	47008	7305
1731	47029	7277
1732	47058	7250
1733	47083	7222
1734	47110	7195
1735	47135	7168
1736	47154	7139
1737	47185	7113
1738	47215	7086
1739	47243	7059
1740	47266	7031
1741	47293	7004
1742	47321	6977
1743	47344	6949
1744	47369	6922
1745	47396	6895
1746	47420	6867
1747	47447	6840
1748	47475	6813
1749	47495	6785
1750	47525	6758
1751	47549	6730
1752	47576	6703
1753	47604	6676
1754	47631	6649
1755	47652	6621
1756	47682	6594
1757	47712	6567
1758	47741	6541
1759	47768	6513
1760	47790	6486
1761	47816	6458
1762	47843	6431
1763	47869	6404
1764	47894	6376
1765	47917	6349
1766	47939	6321
1767	47964	6293
1768	47991	6266
1769	48019	6239
1770	48049	6213
1771	48071	6185
1772	48101	6158
1773	48121	6130
1774	48145	6102
1775	48171	6075
1776	48192	6047
1777	48217	6020
1778	48244	5993
1779	48274	5966
1780	48307	5940
1781	48331	5912
1782	48356	5885
1783	48380	5857
1784	48412	5831
1785	48434	5803
1786	48458	5775
1787	48491	5749
1788	48521	5722
1789	48549	5695
1790	48577	5668
1791	48604	5641
1792	48628	5614
1793	48659	5587
1794	48687	5560
1795	48711	5532
1796	48734	5505
1797	48760	5478
1798	48788	5451
1799	48814	5423
1800	48847	5397
1801	48874	5370
1802	48899	5342
1803	48928	5315
1804	48954	5288
1805	48981	5261
1806	49007	5234
1807	49036	5207
1808	49058	5179
1809	49088	5152
1810	49113	5125
1811	49135	5097
1812	49161	5070
1813	49188	5043
1814	49214	5016
1815	49242	4989
1816	49267	4962
1817	49290	4934
1818	49314	4907
1819	49344	4880
1820	49366	4852
1821	49389	4825
1822	49419	4798
1823	49446	4771
1824	49470	4743
1825	49493	4716
1826	49518	4688
1827	49539	4661
1828	49567	4634
1829	49590	4606
1830	49615	4579
1831	49642	4552
1832	49669	4525
1833	49697	4498
1834	49725	4471
1835	49751	4444
1836	49778	4416
1837	49806	4389
1838	49827	4362
1839	49853	4335
1840	49881	4308
1841	49902	4280
1842	49927	4253
1843	49950	4225
1844	49977	4198
1845	49999	4171
1846	50019	4143
1847	50047	4116
1848	50074	4089
1849	50098	4062
1850	50123	4034
1851	50153	4007
1852	50178	3980
1853	50202	3953
1854	50233	3926
1855	50252	3898
1856	50275	3871
1857	50301	3844
1858	50329	3817
1859	50354	3790
1860	50378	3762
1861	50401	3735
1862	50423	3708
1863	50451	3681
1864	50473	3653
1865	50502	3626
1866	50532	3599
1867	50554	3572
1868	50578	3545
1869	50607	3518
1870	50632	3490
1871	50658	3463
1872	50680	3436
1873	50705	3409
1874	50728	3381
1875	50756	3354
1876	50784	3327
1877	50803	3300
1878	50832	3273
1879	50857	3246
1880	50886	3219
1881	50912	3192
1882	50938	3165
1883	50964	3137
1884	50992	3110
1885	51019	3083
1886	51044	3056
1887	51070	3029
1888	51092	3002
1889	51116	2975
1890	51140	2947
1891	51166	2920
1892	51187	2893
1893	51209	2866
1894	51235	2838
1895	51255	2811
1896	51285	2784
1897	51309	2757
1898	51332	2730
1899	51355	2702
1900	51381	2675
1901	51412	2648
1902	51435	2621
1903	51462	2594
1904	51489	2567
1905	51513	2540
1906	51536	2513
1907	51562	2486
1908	51584	2458
1909	51612	2432
1910	51636	2404
1911	51659	2377
1912	51682	2350
1913	51706	2323
1914	51731	2296
1915	51758	2269
1916	51784	2242
1917	51808	2214
1918	51831	2187
1919	51857	2160
1920	51877	2133
1921	51904	2106
1922	51928	2079
1923	51952	2052
1924	51986	2025
1925	52011	1998
1926	52038	1971
1927	52060	1944
1928	52085	1917
1929	52111	1890
1930	52132	1862
1931	52155	1835
1932	52179	1808
1933	52209	1781
1934	52233	1754
1935	52262	1727
1936	52290	1700
1937	52322	1673
1938	52349	1646
1939	52374	1619
1940	52401	1592
1941	52426	1565
1942	52457	1538
1943	52483	1511
1944	52509	1484
1945	52540	1457
1946	52568	1430
1947	52594	1403
1948	52617	1376
1949	52642	1349
1950	52670	1322
1951	52701	1295
1952	52724	1268
1953	52754	1241
1954	52774	1214
1955	52794	1187
1956	52819	1160
1957	52846	1133
1958	52874	1106
1959	52900	1079
1960	52922	1052
1961	52945	1025
1962	52971	998
1963	52993	971
1964	53019	944
1965	53042	917
1966	53067	890
1967	53091	863
1968	53115	836
1969	53140	809
1970	53164	782
1971	53188	755
1972	53214	728
1973	53238	701
1974	53264	674
1975	53289	647
1976	53316	620
1977	53342	593
1978	53365	566
1979	53391	539
1980	53412	512
1981	53434	485
1982	53456	458
1983	53478	431
1984	53504	404
1985	53525	377
1986	53549	350
1987	53574	323
1988	53598	296
1989	53623	269
1990	53649	242
1991	53671	215
1992	53699	188
1993	53724	161
1994	53749	134
1995	53773	107
1996	53802	80
1997	53826	53
1998	53851	26
1999	53878	0
