iter	RMSE
244	10545.05078
245	10536.14011
246	10530.36109
247	10522.02862
248	10511.80096
249	10506.55843
250	10496.38158
251	10486.57779
252	10478.05831
253	10466.71134
254	10461.8061
255	10453.5478
256	10447.39315
257	10439.75714
258	10432.56657
259	10424.41997
260	10416.20014
261	10408.57639
262	10399.95033
263	10394.93918
264	10387.24208
265	10379.67375
266	10373.50247
267	10365.35125
268	10357.21794
269	10350.99994
270	10344.30563
271	10336.45067
272	10330.11994
273	10323.32704
274	10316.75573
275	10309.82143
276	10302.9511
277	10296.81551
278	10282.79298
279	10277.14532
280	10268.93917
281	10262.53451
282	10254.71141
283	10248.7831
284	10242.96824
285	10232.49442
286	10224.63741
287	10217.1621
288	10210.904
289	10205.26082
290	10198.18209
291	10192.55491
292	10185.47204
293	10179.77377
294	10174.2193
295	10167.99863
296	10161.27673
297	10155.99113
298	10149.4404
299	10146.02945
300	10141.40011
301	10134.06344
302	10128.66422
303	10122.16269
304	10116.1276
305	10111.02511
306	10102.95964
307	10097.35251
308	10091.93642
309	10086.33686
310	10080.51087
311	10074.19225
312	10068.58393
313	10066.09221
314	10061.49853
315	10057.3392
316	10051.70584
317	10046.85048
318	10041.24078
319	10034.07706
320	10028.10303
321	10021.11898
322	10016.87055
323	10012.69183
324	10005.99689
325	10003.27312
326	9996.659958
327	9990.20143
328	9985.919376
329	9979.453471
330	9975.06931
331	9970.188256
332	9963.989491
333	9958.311614
334	9953.871165
335	9947.931417
336	9943.820492
337	9939.534042
338	9935.207212
339	9931.168449
340	9924.330079
341	9920.284389
342	9914.980996
343	9910.599086
344	9905.570394
345	9902.618063
346	9898.746722
347	9894.745187
348	9890.44551
349	9887.069946
350	9882.242941
351	9878.799187
352	9872.44983
353	9866.443359
354	9862.852482
355	9856.812168
356	9850.49424
357	9844.721269
358	9839.059406
359	9835.263979
360	9831.234299
361	9828.171473
362	9823.889441
363	9819.573221
364	9817.028773
365	9811.220287
366	9805.701148
367	9801.15969
368	9797.388559
369	9791.309278
370	9787.103662
371	9783.497712
372	9780.299512
373	9774.232688
374	9769.155927
375	9766.305905
376	9762.985805
377	9759.099155
378	9754.365687
379	9751.631689
380	9745.817598
381	9742.970396
382	9740.471218
383	9735.630639
384	9733.389469
385	9728.834425
386	9723.880236
387	9720.217835
388	9715.57633
389	9711.805173
390	9708.141368
391	9704.432071
392	9697.206731
393	9692.732882
394	9688.840178
395	9684.903004
396	9681.85844
397	9678.070584
398	9673.120367
399	9668.557287
400	9664.992805
401	9659.586537
402	9656.529978
403	9652.781539
404	9649.891558
405	9646.80593
406	9643.02275
407	9639.809629
408	9636.37166
409	9633.609753
410	9628.662922
411	9624.699427
412	9621.194108
413	9616.212988
414	9612.384334
415	9609.793475
416	9605.818542
417	9603.437667
418	9598.713923
419	9594.790544
420	9592.978003
421	9590.041253
422	9586.970881
423	9582.622327
424	9578.191804
425	9575.815346
426	9572.932249
427	9569.320479
428	9564.353924
429	9561.012297
430	9556.293406
431	9553.199365
432	9549.538048
433	9545.779241
434	9543.293674
435	9540.113203
436	9535.556049
437	9530.888343
438	9528.821798
439	9524.863913
440	9522.79376
441	9518.587142
442	9514.180635
443	9511.238709
444	9507.104004
445	9503.608409
446	9498.773939
447	9494.679789
448	9490.315159
449	9486.578949
450	9484.646324
451	9481.423259
452	9478.382104
453	9474.933663
454	9471.871631
455	9467.857877
456	9464.839938
457	9461.64339
458	9458.644755
459	9455.668663
460	9451.80639
461	9447.303408
462	9442.874772
463	9439.242728
464	9437.197639
465	9434.431317
466	9431.601439
467	9429.594944
468	9426.74205
469	9422.915397
470	9419.886178
471	9416.721089
472	9412.982448
473	9410.249161
474	9407.057416
475	9403.690805
476	9400.930488
477	9399.107597
478	9395.897418
479	9393.09204
480	9391.276594
481	9388.573722
482	9384.599617
483	9382.799112
484	9380.174795
485	9377.673541
486	9374.416568
487	9371.296795
488	9368.308022
489	9366.507741
490	9364.983497
491	9361.899756
492	9358.190327
493	9355.983364
494	9353.180505
495	9351.171694
496	9347.618609
497	9344.618986
498	9342.022397
499	9338.694004
500	9336.718338
501	9333.999565
502	9331.28969
503	9327.405293
504	9323.045618
505	9320.617013
506	9317.191286
507	9314.011517
508	9311.110477
509	9308.346187
510	9304.371168
511	9301.639085
512	9299.62743
513	9296.390365
514	9294.299817
515	9291.449264
516	9288.93856
517	9285.154585
518	9282.192551
519	9280.538538
520	9276.88904
521	9273.560153
522	9270.787381
523	9268.303942
524	9266.313378
525	9263.68058
526	9261.550255
527	9259.87142
528	9256.963161
529	9254.343194
530	9250.539614
531	9248.570514
532	9246.935727
533	9245.474215
534	9242.454536
535	9239.546635
536	9236.871838
537	9234.573944
538	9231.519872
539	9227.903573
540	9225.585199
541	9224.063504
542	9221.427857
543	9217.912944
544	9214.910879
545	9211.522172
546	9208.650767
547	9205.476871
548	9202.00565
549	9200.562872
550	9198.037541
551	9195.195114
552	9193.130013
553	9190.200467
554	9187.530809
555	9185.363957
556	9183.028831
557	9179.924378
558	9176.337058
559	9174.172078
560	9171.234073
561	9169.378963
562	9167.199805
563	9164.964374
564	9163.208461
565	9161.325869
566	9158.229916
567	9155.893546
568	9153.532124
569	9150.969443
570	9149.082497
571	9147.225364
572	9144.67517
573	9142.304
574	9139.070465
575	9135.76618
576	9132.48043
577	9130.593636
578	9128.069455
579	9126.065379
580	9124.647052
581	9122.769723
582	9121.333084
583	9118.751968
584	9116.7747
585	9113.311908
586	9110.460851
587	9108.893109
588	9106.01563
589	9104.847711
590	9103.08446
591	9101.141639
592	9099.738581
593	9097.055488
594	9094.668828
595	9092.269864
596	9089.041405
597	9086.263211
598	9084.23744
599	9080.655027
600	9078.545857
601	9076.887449
602	9073.917364
603	9071.368405
604	9069.019927
605	9067.243979
606	9064.518331
607	9061.910973
608	9060.512008
609	9058.456589
610	9055.810509
611	9053.229316
612	9051.424963
613	9049.001791
614	9046.95266
615	9044.400189
616	9042.949291
617	9040.786738
618	9037.544289
619	9035.714177
620	9032.6258
621	9030.685621
622	9029.4932
623	9027.489341
624	9025.715065
625	9022.792516
626	9020.601447
627	9018.916098
628	9016.372274
629	9014.189122
630	9011.838751
631	9008.963895
632	9007.237164
633	9005.309993
634	9002.984799
635	9000.111526
636	8997.854354
637	8995.822279
638	8992.815825
639	8991.127315
640	8989.404496
641	8987.111104
642	8985.151304
643	8982.812917
644	8980.338354
645	8978.057392
646	8975.798708
647	8974.065149
648	8972.472439
649	8970.303606
650	8968.050444
651	8966.463121
652	8964.080146
653	8961.848507
654	8959.148787
655	8957.623396
656	8956.505807
657	8955.278771
658	8953.647187
659	8952.474217
660	8950.676699
661	8949.118677
662	8947.120631
663	8945.242059
664	8942.553383
665	8940.448894
666	8938.621489
667	8936.868147
668	8934.834973
669	8933.342396
670	8930.699417
671	8928.501039
672	8926.520298
673	8924.352204
674	8922.726129
675	8920.528147
676	8918.521024
677	8916.297142
678	8914.069158
679	8912.482659
680	8909.922683
681	8908.309565
682	8906.403061
683	8904.73452
684	8902.224647
685	8900.490159
686	8898.184854
687	8896.534422
688	8894.945823
689	8893.774952
690	8891.376763
691	8889.324524
692	8887.936368
693	8885.074297
694	8883.535344
695	8881.677996
696	8879.708805
697	8876.477946
698	8874.64785
699	8872.422643
700	8870.970861
701	8869.169739
702	8867.13059
703	8864.172378
704	8862.607572
705	8861.148567
706	8859.269467
707	8857.582513
708	8854.715747
709	8852.732726
710	8850.9755
711	8849.418424
712	8847.911595
713	8845.443599
714	8843.995615
715	8842.100415
716	8841.159625
717	8838.6894
718	8837.098528
719	8834.511665
720	8833.502139
721	8831.340775
722	8828.652839
723	8826.732194
724	8825.296065
725	8823.063262
726	8821.778504
727	8819.381079
728	8817.964691
729	8815.737452
730	8813.337548
731	8811.454838
732	8809.056866
733	8806.818466
734	8805.400225
735	8803.893236
736	8801.202215
737	8799.166816
738	8797.663958
739	8796.270146
740	8794.487781
741	8792.137093
742	8790.102497
743	8788.464542
744	8786.661303
745	8784.62981
746	8783.055523
747	8780.579751
748	8779.163358
749	8777.147395
750	8775.558842
751	8772.910408
752	8771.279341
753	8768.751369
754	8767.410865
755	8766.093224
756	8764.693087
757	8762.990202
758	8760.671467
759	8758.600455
760	8757.131542
761	8755.520684
762	8753.988863
763	8752.626468
764	8751.13313
765	8749.764766
766	8748.248802
767	8746.722699
768	8744.821162
769	8742.648366
770	8740.855643
771	8738.89346
772	8737.363363
773	8735.417514
774	8733.843982
775	8732.019121
776	8730.19171
777	8727.965174
778	8726.493083
779	8724.842929
780	8723.794456
781	8721.984776
782	8719.727731
783	8717.797045
784	8716.607897
785	8714.844288
786	8713.688409
787	8712.15031
788	8710.544705
789	8708.99174
790	8707.659079
791	8706.279733
792	8703.702677
793	8702.563739
794	8701.362369
795	8699.657635
796	8698.485845
797	8697.019831
798	8695.795699
799	8693.765079
800	8692.562778
801	8690.425755
802	8688.54549
803	8686.65328
804	8684.243797
805	8682.784974
806	8681.200286
807	8679.98621
808	8678.227688
809	8676.788743
810	8675.47303
811	8674.62862
812	8673.735993
813	8672.647979
814	8671.711316
815	8670.171262
816	8668.609746
817	8666.956046
818	8665.206334
819	8663.898654
820	8661.91627
821	8660.284395
822	8658.143182
823	8656.581107
824	8654.862695
825	8652.719195
826	8650.591172
827	8649.178287
828	8646.956436
829	8645.360886
830	8643.999835
831	8642.931692
832	8641.224631
833	8639.907989
834	8638.607025
835	8636.652997
836	8635.33357
837	8633.522303
838	8632.170559
839	8630.311294
840	8628.990575
841	8627.111376
842	8625.140986
843	8623.458525
844	8621.436079
845	8619.284454
846	8617.389716
847	8616.314459
848	8615.173598
849	8613.242944
850	8612.474803
851	8610.841209
852	8609.470875
853	8607.332118
854	8606.151769
855	8605.124415
856	8603.503858
857	8602.498018
858	8600.704562
859	8599.198591
860	8597.870468
861	8596.722155
862	8594.626548
863	8593.551291
864	8592.332864
865	8590.712054
866	8589.617579
867	8588.157518
868	8586.548571
869	8585.267705
870	8584.215323
871	8582.641184
872	8581.12018
873	8579.479768
874	8577.950223
875	8576.142028
876	8575.042573
877	8573.743579
878	8571.733997
879	8570.278898
880	8568.508977
881	8567.266999
882	8565.701416
883	8564.42996
884	8562.834606
885	8561.536804
886	8559.896325
887	8558.778545
888	8556.854201
889	8555.535919
890	8554.463562
891	8552.923192
892	8551.825708
893	8550.415924
894	8549.498631
895	8548.546681
896	8546.941386
897	8545.690905
898	8544.693441
899	8543.257879
900	8542.288468
901	8541.112322
902	8539.934315
903	8538.501345
904	8536.806626
905	8535.808182
906	8534.865133
907	8533.192445
908	8531.731377
909	8531.072323
910	8529.419238
911	8527.5216
912	8526.614002
913	8525.497014
914	8524.790331
915	8523.599971
916	8522.149745
917	8520.958811
918	8519.119665
919	8517.519351
920	8516.443929
921	8515.362728
922	8514.280829
923	8513.267218
924	8511.833983
925	8510.885471
926	8509.740217
927	8508.480666
928	8506.931012
929	8505.948127
930	8504.929093
931	8504.372654
932	8502.917693
933	8501.353621
934	8500.532909
935	8498.603253
936	8497.065993
937	8496.115148
938	8494.631678
939	8493.769129
940	8492.016434
941	8490.56319
942	8489.228687
943	8487.89494
944	8486.720791
945	8485.660092
946	8483.810304
947	8482.422544
948	8480.755391
949	8479.329173
950	8477.854934
951	8476.770662
952	8475.461608
953	8474.428559
954	8472.962664
955	8471.832403
956	8470.262136
957	8468.392152
958	8466.666963
959	8465.447995
960	8464.002301
961	8462.779948
962	8461.413058
963	8460.099689
964	8458.806571
965	8457.162405
966	8455.869756
967	8454.626093
968	8453.65197
969	8452.111982
970	8450.836206
971	8449.763373
972	8448.741006
973	8447.382443
974	8446.522341
975	8445.268513
976	8444.459305
977	8443.231704
978	8442.061427
979	8441.227209
980	8439.948907
981	8439.230948
982	8438.266151
983	8436.979074
984	8435.959496
985	8434.904225
986	8433.948999
987	8432.86868
988	8431.778999
989	8430.886219
990	8430.048813
991	8428.624969
992	8427.46771
993	8426.223909
994	8424.913395
995	8423.045936
996	8422.124648
997	8420.776664
998	8419.536955
999	8418.434768
1000	8416.891495
1001	8415.550409
1002	8413.782714
1003	8412.789
1004	8412.269053
1005	8410.955008
1006	8409.743663
1007	8408.748195
1008	8407.655533
1009	8406.651181
1010	8405.19768
1011	8404.16832
1012	8402.938324
1013	8402.0499
1014	8401.269893
1015	8400.603978
1016	8399.124612
1017	8397.773942
1018	8396.629296
1019	8394.928165
1020	8394.319264
1021	8393.17695
1022	8391.838709
1023	8390.601052
1024	8388.910832
1025	8388.011344
1026	8387.00226
1027	8385.486665
1028	8384.608917
1029	8383.612744
1030	8382.359601
1031	8381.677963
1032	8380.688773
1033	8379.062349
1034	8377.914341
1035	8376.812859
1036	8375.753937
1037	8374.647053
1038	8373.502765
1039	8372.734697
1040	8371.583789
1041	8370.285196
1042	8369.109621
1043	8367.631235
1044	8366.832198
1045	8365.851784
1046	8364.850252
1047	8363.823487
1048	8362.742657
1049	8361.815415
1050	8360.741912
1051	8359.46015
1052	8358.380229
1053	8357.64187
1054	8356.981527
1055	8355.650518
1056	8353.941307
1057	8353.001649
1058	8351.764009
1059	8350.976461
1060	8349.569532
1061	8348.997328
1062	8347.801985
1063	8346.870376
1064	8345.766242
1065	8344.916999
1066	8343.784906
1067	8342.618619
1068	8341.542406
1069	8340.40828
1070	8339.613613
1071	8338.071043
1072	8336.874174
1073	8335.294928
1074	8334.339628
1075	8333.338794
1076	8332.561146
1077	8331.191876
1078	8330.164082
1079	8329.112352
1080	8328.159689
1081	8327.030279
1082	8326.09362
1083	8325.267376
1084	8323.960147
1085	8322.989669
1086	8321.580541
1087	8320.424742
1088	8319.546127
1089	8318.046218
1090	8316.032752
1091	8315.253812
1092	8314.231475
1093	8313.443576
1094	8312.08504
1095	8310.872371
1096	8310.421702
1097	8308.898409
1098	8307.947643
1099	8306.996702
1100	8306.25887
1101	8305.121114
1102	8304.197693
1103	8303.645219
1104	8302.454325
1105	8301.566802
1106	8300.898597
1107	8299.434085
1108	8298.371965
1109	8297.444086
1110	8296.866949
1111	8296.005921
1112	8294.952125
1113	8293.858168
1114	8292.771263
1115	8291.744087
1116	8290.774622
1117	8289.380625
1118	8288.40241
1119	8286.958725
1120	8286.095115
1121	8285.112781
1122	8284.171245
1123	8283.303947
1124	8282.383668
1125	8281.226348
1126	8279.733338
1127	8278.575067
1128	8277.291303
1129	8276.559344
1130	8275.844299
1131	8274.748434
1132	8273.886705
1133	8273.281064
1134	8272.037636
1135	8271.148912
1136	8270.066501
1137	8268.957289
1138	8267.374384
1139	8266.474669
1140	8265.771623
1141	8264.782855
1142	8263.40205
1143	8262.066726
1144	8261.439831
1145	8260.620756
1146	8260.105937
1147	8259.042759
1148	8257.873023
1149	8256.656068
1150	8255.316879
1151	8253.846803
1152	8252.918973
1153	8251.940451
1154	8251.010771
1155	8249.928151
1156	8249.060701
1157	8248.520959
1158	8247.294294
1159	8246.623069
1160	8245.528101
1161	8244.639837
1162	8243.854824
1163	8243.104342
1164	8242.110616
1165	8241.13385
1166	8240.321273
1167	8239.160025
1168	8238.41832
1169	8237.325443
1170	8236.590404
1171	8235.892877
1172	8235.077106
1173	8234.247009
1174	8233.7527
1175	8232.81901
1176	8232.253789
1177	8231.676589
1178	8230.59728
1179	8229.523331
1180	8227.94157
1181	8226.827346
1182	8226.421543
1183	8225.44612
1184	8224.589051
1185	8223.296151
1186	8222.178874
1187	8220.711446
1188	8219.649784
1189	8218.7747
1190	8217.792389
1191	8216.467227
1192	8215.560002
1193	8214.459937
1194	8213.799921
1195	8212.615712
1196	8211.740727
1197	8210.93137
1198	8210.294364
1199	8209.570034
1200	8208.847618
1201	8207.977749
1202	8207.553864
1203	8206.757254
1204	8205.920183
1205	8205.171927
1206	8204.424355
1207	8203.465465
1208	8202.719016
1209	8201.838712
1210	8201.015575
1211	8199.902575
1212	8199.112781
1213	8198.219045
1214	8197.405114
1215	8196.401189
1216	8195.091993
1217	8194.096866
1218	8193.489957
1219	8192.736129
1220	8192.090795
1221	8191.346238
1222	8190.265091
1223	8189.583791
1224	8188.806804
1225	8188.043586
1226	8187.101153
1227	8186.015644
1228	8185.120125
1229	8184.327778
1230	8183.878977
1231	8182.667736
1232	8181.485352
1233	8180.699333
1234	8179.567956
1235	8178.809084
1236	8178.07394
1237	8176.931663
1238	8175.859648
1239	8175.366028
1240	8174.758033
1241	8173.904277
1242	8173.278287
1243	8172.488022
1244	8171.7666
1245	8170.69269
1246	8170.092731
1247	8169.135677
1248	8168.227305
1249	8167.067798
1250	8165.961324
1251	8165.456757
1252	8164.587237
1253	8164.157164
1254	8163.332605
1255	8162.64196
1256	8161.988616
1257	8161.318531
1258	8160.586671
1259	8159.918599
1260	8159.289386
1261	8158.538469
1262	8157.396394
1263	8156.647692
1264	8155.703636
1265	8154.906804
1266	8154.414241
1267	8153.749482
1268	8152.913724
1269	8152.245068
1270	8151.195321
1271	8150.485276
1272	8149.48399
1273	8148.871435
1274	8147.706438
1275	8147.187075
1276	8146.517458
1277	8145.61852
1278	8144.753977
1279	8143.967507
1280	8143.446143
1281	8142.663116
1282	8141.985018
1283	8141.345798
1284	8140.746712
1285	8140.034924
1286	8139.349901
1287	8138.768012
1288	8138.024687
1289	8137.332192
1290	8136.368569
1291	8135.319193
1292	8134.814585
1293	8134.014443
1294	8133.468898
1295	8133.033629
1296	8131.714779
1297	8130.969778
1298	8130.245809
1299	8129.835645
1300	8128.939351
1301	8128.250125
1302	8127.613969
1303	8126.569073
1304	8126.236849
1305	8125.418047
1306	8124.666145
1307	8124.088839
1308	8123.552391
1309	8122.856268
1310	8122.363137
1311	8121.53456
1312	8120.737735
1313	8120.102996
1314	8119.587109
1315	8118.709911
1316	8118.190513
1317	8117.675057
1318	8116.937912
1319	8116.444914
1320	8115.868482
1321	8114.692309
1322	8113.936977
1323	8113.251022
1324	8112.608255
1325	8111.915819
1326	8111.009525
1327	8110.255318
1328	8109.269738
1329	8108.723919
1330	8108.26325
1331	8107.673821
1332	8106.647954
1333	8105.910067
1334	8104.630481
1335	8103.877006
1336	8103.310376
1337	8102.722841
1338	8101.991476
1339	8101.304485
1340	8100.724497
1341	8100.064532
1342	8099.629716
1343	8099.082922
1344	8098.700347
1345	8098.347021
1346	8097.597863
1347	8097.059054
1348	8096.107843
1349	8095.502648
1350	8095.153406
1351	8094.538426
1352	8093.91932
1353	8093.43357
1354	8092.54784
1355	8092.062454
1356	8091.390951
1357	8090.884213
1358	8090.24059
1359	8088.937691
1360	8088.178339
1361	8087.300743
1362	8087.026262
1363	8086.077471
1364	8084.968501
1365	8083.801438
1366	8083.209615
1367	8082.398643
1368	8081.291918
1369	8080.667751
1370	8079.841711
1371	8079.08359
1372	8078.453244
1373	8077.628891
1374	8077.021329
1375	8076.105537
1376	8075.430529
1377	8074.807972
1378	8074.037957
1379	8073.457091
1380	8073.191729
1381	8072.767347
1382	8072.283911
1383	8071.801677
1384	8071.057033
1385	8070.542616
1386	8070.185895
1387	8069.700744
1388	8069.095588
1389	8068.009174
1390	8066.958251
1391	8066.199891
1392	8065.615636
1393	8065.060452
1394	8064.57117
1395	8064.094606
1396	8063.264168
1397	8062.273994
1398	8061.552915
1399	8060.959325
1400	8060.289664
1401	8059.822622
1402	8059.320633
1403	8058.647384
1404	8057.918264
1405	8057.189679
1406	8056.153069
1407	8055.168086
1408	8054.546468
1409	8054.078217
1410	8053.604372
1411	8053.141046
1412	8052.438191
1413	8051.989371
1414	8051.390249
1415	8050.858489
1416	8050.383404
1417	8049.975127
1418	8048.969059
1419	8048.089914
1420	8047.361364
1421	8046.473095
1422	8046.02122
1423	8045.693608
1424	8045.068988
1425	8044.489313
1426	8044.041663
1427	8043.522174
1428	8042.41984
1429	8041.303662
1430	8040.730842
1431	8040.004752
1432	8039.071987
1433	8038.231052
1434	8037.463814
1435	8036.629832
1436	8035.94379
1437	8035.353428
1438	8034.789572
1439	8033.963142
1440	8033.004941
1441	8032.31873
1442	8031.670443
1443	8030.747502
1444	8030.245502
1445	8029.373068
1446	8028.960905
1447	8028.33693
1448	8027.65394
1449	8026.955945
1450	8025.912131
1451	8025.511211
1452	8025.009404
1453	8024.407132
1454	8023.685858
1455	8022.998962
1456	8022.265848
1457	8021.231823
1458	8020.778977
1459	8019.856055
1460	8019.278107
1461	8018.682335
1462	8017.943648
1463	8017.221134
1464	8016.855564
1465	8015.898277
1466	8015.443249
1467	8015.066325
1468	8014.250365
1469	8013.737516
1470	8013.09136
1471	8012.455064
1472	8012.017575
1473	8011.051522
1474	8010.573807
1475	8010.132143
1476	8009.580636
1477	8008.446305
1478	8007.489918
1479	8007.12419
1480	8006.386778
1481	8006.026284
1482	8005.588794
1483	8005.295648
1484	8004.896239
1485	8003.977347
1486	8002.941525
1487	8002.086367
1488	8001.533766
1489	8000.908982
1490	8000.490145
1491	7999.55904
1492	7998.999063
1493	7998.303583
1494	7997.548091
1495	7996.706596
1496	7996.03014
1497	7995.234558
1498	7994.257734
1499	7993.359815
1500	7992.661154
1501	7992.097395
1502	7991.427244
1503	7990.86715
1504	7989.743084
1505	7989.250949
1506	7988.923889
1507	7988.245902
1508	7987.646185
1509	7986.7371
1510	7986.198471
1511	7985.483218
1512	7984.779655
1513	7984.176576
1514	7983.353972
1515	7982.69587
1516	7982.268921
1517	7981.84447
1518	7981.353521
1519	7980.711155
1520	7980.118193
1521	7979.765447
1522	7979.268951
1523	7978.64885
1524	7977.908374
1525	7977.044323
1526	7976.691204
1527	7976.085796
1528	7975.458077
1529	7974.804479
1530	7974.440101
1531	7973.880544
1532	7973.417098
1533	7972.785566
1534	7971.925488
1535	7971.383807
1536	7970.838582
1537	7970.092852
1538	7969.702347
1539	7968.962832
1540	7968.43139
1541	7967.933157
1542	7967.228507
1543	7966.829956
1544	7966.340662
1545	7965.888716
1546	7965.507127
1547	7964.940462
1548	7964.289226
1549	7963.385339
1550	7962.85952
1551	7962.320527
1552	7961.982376
1553	7961.518897
1554	7960.978957
1555	7960.356957
1556	7959.649766
1557	7959.029842
1558	7958.56241
1559	7957.985992
1560	7957.465019
1561	7957.059268
1562	7956.719423
1563	7956.115651
1564	7955.669283
1565	7954.936452
1566	7954.474516
1567	7953.742803
1568	7953.089838
1569	7952.601733
1570	7952.079998
1571	7951.386443
1572	7951.023434
1573	7950.640369
1574	7950.111984
1575	7949.140678
1576	7948.43628
1577	7948.194342
1578	7947.710519
1579	7946.820693
1580	7946.246656
1581	7945.974005
1582	7945.521004
1583	7944.492071
1584	7943.865979
1585	7943.522156
1586	7942.943951
1587	7942.365987
1588	7941.927722
1589	7941.325052
1590	7940.720447
1591	7940.098711
1592	7939.283228
1593	7938.360312
1594	7937.820649
1595	7937.209764
1596	7936.748142
1597	7935.849479
1598	7935.20977
1599	7934.564366
1600	7934.172031
1601	7933.718204
1602	7933.124468
1603	7932.038808
1604	7931.655262
1605	7931.127658
1606	7930.346124
1607	7929.784778
1608	7928.886065
1609	7927.742647
1610	7927.138641
1611	7926.774154
1612	7925.799987
1613	7925.421022
1614	7925.14671
1615	7924.148577
1616	7923.282252
1617	7922.75057
1618	7922.051698
1619	7921.395467
1620	7920.961051
1621	7920.428699
1622	7919.618314
1623	7918.8888
1624	7918.12474
1625	7917.389873
1626	7916.765159
1627	7916.267633
1628	7915.998339
1629	7915.413488
1630	7914.645791
1631	7914.218673
1632	7913.833295
1633	7913.241604
1634	7912.755831
1635	7912.309582
1636	7911.594537
1637	7911.182248
1638	7910.623833
1639	7910.074992
1640	7909.505257
1641	7908.907448
1642	7908.002927
1643	7907.547558
1644	7906.986576
1645	7906.407084
1646	7905.738178
1647	7905.25636
1648	7904.364636
1649	7903.782178
1650	7903.219282
1651	7902.448393
1652	7901.927683
1653	7901.437748
1654	7901.015222
1655	7900.458112
1656	7900.02791
1657	7899.183817
1658	7898.613407
1659	7897.811916
1660	7897.341264
1661	7896.728627
1662	7896.076085
1663	7895.487403
1664	7895.170111
